Country,"Country Code","Time","Time Code","Core CPI,not seas.adj,,, [CORENS]","Core CPI,seas.adj,,, [CORESA]","CPI Price, % y-o-y, median weighted, seas. adj., [CPTOTSAXMZGY]","CPI Price, % y-o-y, not seas. adj.,, [CPTOTSAXNZGY]","CPI Price, seas. adj.,,, [CPTOTSAXN]","CPI Price,not seas.adj,,, [CPTOTNSXN]","Exchange rate, new LCU per USD extended backward, period average,, [DPANUSSPB]","Exchange rate, old LCU per USD extended forward, period average,, [DPANUSSPF]","Exports Merchandise, Customs, constant US$, millions, not seas. adj. [DXGSRMRCHNSKD]","Exports Merchandise, Customs, constant US$, millions, seas. adj. [DXGSRMRCHSAKD]","Exports Merchandise, Customs, current US$, millions, not seas. adj. [DXGSRMRCHNSCD]","Exports Merchandise, Customs, current US$, millions, seas. adj. [DXGSRMRCHSACD]","Exports Merchandise, Customs, Price, US$, not seas. adj. [DXGSRMRCHNSXD]","Exports Merchandise, Customs, Price, US$, seas. adj. [DXGSRMRCHSAXD]","GDP,constant 2010 LCU,millions,seas. adj., [NYGDPMKTPSAKN]","GDP,constant 2010 US$,millions,seas. adj., [NYGDPMKTPSAKD]","GDP,current LCU,millions,seas. adj., [NYGDPMKTPSACN]","GDP,current US$,millions,seas. adj., [NYGDPMKTPSACD]","Imports Merchandise, Customs, constant US$, millions, not seas. adj. [DMGSRMRCHNSKD]","Imports Merchandise, Customs, constant US$, millions, seas. adj. [DMGSRMRCHSAKD]","Imports Merchandise, Customs, current US$, millions, not seas. adj. [DMGSRMRCHNSCD]","Imports Merchandise, Customs, current US$, millions, seas. adj. [DMGSRMRCHSACD]","Imports Merchandise, Customs, Price, US$, not seas. adj. [DMGSRMRCHNSXD]","Imports Merchandise, Customs, Price, US$, seas. adj. [DMGSRMRCHSAXD]","Industrial Production, constant US$, seas. adj.,, [IPTOTSAKD]","Industrial Production, constant US$,,, [IPTOTNSKD]","J.P. Morgan Emerging Markets Bond Index(EMBI+),,,, [EMBIGI]","J.P. Morgan Emerging Markets Bond Spread (EMBI+),,,, [EMBIG]","Months Import Cover of Foreign Reserves,,,, [IMPCOV]","Nominal Effecive Exchange Rate,,,, [NEER]","Official exchange rate, LCU per USD, period average,, [DPANUSLCU]","Real Effective Exchange Rate,,,, [REER]","Retail Sales Volume,Index,,, [RETSALESSA]","Stock Markets, LCU,,, [DSTKMKTXN]","Stock Markets, US$,,, [DSTKMKTXD]","Terms of Trade,,,, [TOT]","Total Reserves,,,, [TOTRESV]","Unemployment rate,Percent,,, [UNEMPSA_]"
Macedonia FYR,"MKD","2016Q2","2016Q2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","931.42","909.26780781918","NA","NA","107247.954345631","2755.21428216822","147233.499696629","2697.84881961012","NA","NA","1758.36","1713.57224878284","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Macedonia FYR,"MKD","2016Q3","2016Q3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","998.16","967.27082476922","NA","NA","108585.739497207","2789.5821615239","152836.780545788","2771.5669850241","NA","NA","1719.38","1730.35509137564","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Macedonia FYR,"MKD","2016Q4","2016Q4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","984.32","943.33029426455","NA","NA","110455.730499552","2837.6224803218","155552.400849364","2719.39099642052","NA","NA","1781.6","1669.08682750064","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Macedonia FYR,"MKD","2017","2017","110.33976859725","NA","NA","0.48840864371","111.21092583522","110.75561835554","57.70202218379","57.70202218379","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","57.70202218379","NA","NA","80.83907789287","60.48562744069","NA","NA","NA"
Macedonia FYR,"MKD","2017M01","2017M01","110.01300390117","NA","NA","0.59359649686","111.20060177905","110.96083972547","57.85259090909","57.85259090909","NA","NA","270.19","331.64297809583","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","186525489.980792","189345846.035623","NA","NA","NA","NA","57.85259090909","NA","NA","79.33526211663","59.23263680831","NA","44.20026760804","NA"
Macedonia FYR,"MKD","2017M02","2017M02","110.02300690207","NA","NA","0.27746715413","111.09382568048","110.40573274122","57.849975","57.849975","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","194386284.659293","218034610.586475","NA","NA","NA","NA","57.849975","NA","NA","81.84198600877","61.05552987915","NA","44.30425423693","NA"
Macedonia FYR,"MKD","2017M03","2017M03","110.9832949885","NA","NA","0.596987379","111.33835004612","110.90028259992","57.65984782609","57.65984782609","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","189789309.540446","241702841.340928","NA","NA","NA","NA","57.65984782609","NA","NA","81.85279637556","61.26894565732","NA","43.95433036251","NA"
Macedonia FYR,"MKD","2017M04","2017M04","NA","NA","NA","NA","NA","NA","57.445675","57.445675","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","57.445675","NA","NA","80.32626707051","60.38539741798","NA","NA","NA"
Macedonia FYR,"MKD","2017Q1","2017Q1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Macedonia FYR,"MKD","2017Q2","2017Q2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Moldova,"MDA","2014M08","2014M08","NA","NA","NA","5.11590053146","128.3909458054","125.80632035806","13.81071428571","13.81071428571","NA","NA","176.1","186.76220182607","NA","NA","NA","NA","NA","NA","386.80212760031","411.44095766809","412.9","437.78794772495","1.06747086052","1.06747086052","NA","NA","NA","NA","6.24642595624","98.32914279301","13.81071428571","104.03366978333","NA","NA","NA","NA","2734.61","4.22537763437"
Moldova,"MDA","2014M09","2014M09","NA","NA","NA","4.69870548503","128.74074972903","126.8201546182","14.35340909091","14.35340909091","NA","NA","184.8","182.57351369637","NA","NA","NA","NA","NA","NA","429.95058514243","413.54560605038","458.9","438.52423379152","1.06733195827","1.06733195827","NA","NA","NA","NA","6.05011033726","97.39800175426","14.35340909091","103.43512570358","NA","NA","NA","NA","2653.12","4.19223699192"
Moldova,"MDA","2014M10","2014M10","NA","NA","NA","4.71548087803","129.32296517065","128.47484063475","14.67017391304","14.67017391304","NA","NA","212.5","186.10316978677","NA","NA","NA","NA","NA","NA","451.31147987897","412.43045158485","481.8","440.79920499929","1.06755538354","1.06755538354","NA","NA","NA","NA","6.01212518068","97.02465463773","14.67017391304","104.02308510769","NA","NA","NA","NA","2650.14","3.24368531821"
Moldova,"MDA","2014M11","2014M11","NA","NA","NA","4.67220309823","129.87602801468","129.4696866947","14.9833","14.9833","NA","NA","208.3","175.22647223628","NA","NA","NA","NA","NA","NA","436.00496009851","398.13221128687","464.3","430.87298637582","1.06489614223","1.06489614223","NA","NA","NA","NA","5.49303408391","98.48642766686","14.9833","106.23835599723","NA","NA","NA","NA","2366.8","3.57587594787"
Moldova,"MDA","2014M12","2014M12","NA","NA","NA","4.60469500203","130.59193252586","130.4102807541","15.42852173913","15.42852173913","NA","NA","181.3","173.76601136566","NA","NA","NA","NA","NA","NA","474.23686548167","388.64692496616","505.1","424.61301846522","1.06507957682","1.06507957682","NA","NA","NA","NA","5.0790482303","98.85694695984","15.42852173913","106.79971295234","NA","NA","NA","NA","2156.63","4.20696581371"
